artist;title;year;id;genre;language
Frank Sinatra;Strangers In The Night;1966;4yRPGDmtIWZjhIPcEvPxsF;Canción ligera;English
Herve Vilard;Capri C’Est Fini;1966;2NSRCbvV9CaRUN8zJauMOl;Chanson;French
Joan Manuel Serrat;Ara que tinc vint anys;1966;3sbFL6MOViiY2cmVeRLTWY;Singer/Songwriter;Catalan
José Guardiola;Extraños en la noche;1966;5QvSMBSfXTVRlbBo3kTbwW;Pop;Spanish
Karina;A quien pueda interesar;1966;3nuIKrSwntiiG630KIIfw0;Pop;Spanish
Karina;Concierto para enamorados;1966;0rgmmmzSh2YAbcXWW03B5h;Pop;Spanish
Lone Star;Chica Solitaria;1966;2XJFcdjFcz1XkFy3eHeHSg;Rock;Spanish
Lone Star;It's a man's man's man's world;1966;347gVuHzRr2YlABgNRMjob;Rock;English
Los 4 de la Torre;Vuelo 502;1966;3B7WTckecmKKzMaeGiGrAR;Pop;Spanish
Los Ángeles Azules;Canto a lo español;1966;58mAIbHMzcJjHSWNReNwDd;Pop;Spanish
Los Bravos;Black is black;1966;6lazLV13sV8VNGJTjL4Zeu;Rock;English
Los Bravos;It’s not unusual;1966;0TZYXoYbO9yDvVeabpEaXW;Rock;English
Los Bravos;La Moto;1966;0GS0PoeH5OU8kZTgyWI3UJ;Rock;Spanish
Los Bravos;La parada del autobús;1966;0OERCeEQ0vQvECl4NJI7qx;Rock;Spanish
Los Bravos;No sé mi nombre;1966;6MYXbpwKIsZ6BG8tfZMXWE;Rock;Spanish
Los Brincos;A mí con esas;1966;0nnFMq5ekKrZvpmxGRAcZW;Pop;Spanish
Los Brincos;Mejor;1966;7oWVqMVT3LOHHvnSVrRnVh;Pop;Spanish
Los Brincos;Renacerá;1966;3HrWJrJMB7bCGrA61T7EJU;Pop;Spanish
Los Brincos;Un sorbito de Champagne;1966;2tFw1rpG8RqiWPJJDPikJt;Pop;Spanish
Los Cheyenes;Eres como un sueño;1966;46DWUpercQUKfdVIDY6ZaV;Pop;Spanish
Los Cheyenes;He perdido este juego;1966;6D0Rwl1kBYeYoFAjamjZnG;Pop;Spanish
Los Diapasons;Mi Yaya;1966;6NjpKHQ6XWo4z5l0Qzkqui;Pop;Spanish
Los Flames;Un domingo;1966;2R1chfuUef8V1mYSWBTTox;Pop;Spanish
Los Flecos;Correr;1966;56CwyUR8XUNoAqzGhPmuqr;Pop;Spanish
Los Gatos Negros;Cadillac;1966;4ZARWgo3rFFv1srv6ENrWT;Rock;Spanish
Los Gatos Negros;Gringo traidor;1966;7faL9I64n2eb54aktrhkpM;Rock;Spanish
Los H.H;Aquel amanecer de mayo;1966;3mEItPAI3QUKznCMZwxuKm;Pop;Spanish
Los Huracanes;El Conquistador;1966;6gEO0eIyNqS4lwFm2zdf4Z;Rock;Spanish
Los Huracanes;Esta tarde a las siete;1966;5a66JihC6OEAE9adMkN0hS;Rock;Spanish
Los Huracanes;Lo que tú me haces sentir;1966;6Ierb3Z179Johx5NNuHJZE;Rock;Spanish
Los Mustang;Submarino amarillo;1966;2Ulsr522qHNoGJrIWjuvls;Pop;Spanish
Los Nivram;Mi estrella;1966;0nuOr6EZLmO54MQcfJtwuE;Pop;Spanish
Los No;La llave;1966;5Og9ompiho7QVobG2S51gH;Rock;Spanish
Los No;Moscovit;1966;3L5WgukOi2ELnxfYiNkuNW;Rock;Spanish
Los Pasos;Nací de pie;1966;6QAzDMBX6O8OyYMx6S5LJm;Rock;Spanish
Los Pasos;Tiempos felices;1966;2svh4w4nC6LK8ZBzR6nJAu;Rock;Spanish
Los Pekenikes;Arena caliente;1966;7jwrlp5Dpoo3DTh2GkKNdh;Rock;Instrumental
Los Pekenikes;Hilo de seda;1966;2XCy5xGfRGjhkLwJtIVBnd;Rock;Instrumental
Los Pekenikes;La Bamba;1966;37C1f1mzo3kFcKYpZCnTWo;Rock;Spanish
Los Pepes;Cal y cemento;1966;1NYU7p027FLaykAyrxZQ3A;Pop;Spanish
Los Pepes;Rojo;1966;4KeHx5QUz3dLiYFHLaFUkA;Pop;Spanish
Los Pepes;Un día feliz, otro de llanto;1966;0ePSkUIEMqQk9rFYYWH0ek;Pop;Spanish
Los Pepes;Vieja guardia;1966;6gVbitFrhs78EBExLG9NOW;Pop;Spanish
Los Polares;¡Qué chica tan formal!;1966;33V0ZFQqNhs4iQkpgupxOG;Pop;Spanish
Los Relámpagos;Alborada gallega;1966;5MFddh7ILwJ5y1tuQ8L9vz;Rock;Instrumental
Los Relámpagos;Danza del fuego;1966;4nK75qWNKa9Fc0a0aX8fjQ;Rock;Instrumental
Los Rockeros;Todo cambió;1966;7rOSHlCkZHUMSOOgmjZSMG;Pop;Spanish
Los Salvajes;Al Capone;1966;6fK3RIIzmjT4woMR3p7Acm;Rock;Instrumental
Los Salvajes;La Neurastenia;1966;5Y4BZBMwIeDQN1ZJ4Hvc15;Rock;Spanish
Los Salvajes;Todo negro;1966;6Bf0hKLyIUhjyfjWOI6xyz;Rock;Spanish
Los Shakers;No volveré;1966;4OhAU7oGD4OaczFKrzX6kB;Rock;Spanish
Los Sirex;Eternidad;1966;4sy5l8zb2frlzRFJGfd9TE;Rock;Spanish
Los Sirex;Olvídame;1966;7vygXZwLDZpoVzrlaL3DVE;Rock;Spanish
Luis Aguilé;Juanita Banana;1966;2f17KX8dxfyxIOVV4PP6RA;Pop;Spanish
Manolo Pelayo;Regresaré;1966;2m3Xa6rrrcLcSQr4OQAzhG;Pop;Spanish
Maria del Carme Girau;Cançó de bressol;1966;5ZCLSRUC4QVWkr4YwC5EzS;Singer/Songwriter;Catalan
Massiel;¿Y Sabes qué Vi?;1966;5B6R3xOdZ61KR4vwN6wn3J;Pop;Spanish
Massiel;Di que no;1966;0tgwgQhTqWwXXxC035U7co;Pop;Spanish
Micky y los Tonys;La gallina;1966;5TK4uq9oER99rjRIIdLYNH;Pop;Spanish
Micky y los Tonys;No sé nadar;1966;4jeMUTMQ1W3wvKFtA5QbJD;Pop;Spanish
Nancy Sinatra;These Boots Are Made For Walkin’;1966;2nwCO1PqpvyoFIvq3Vrj8N;Pop;English
Raphael;Estuve enamorado;1966;2kDCQxUwn2i2ktESPreZ9X;Pop;Spanish
Raphael;Yo soy aquel;1966;6b3ub116kE1T15h1yzaiTy;Pop;Spanish
Roy Etzel;El Silencio;1966;6HPGvpJJUCYGuWntfKwsBH;Canción ligera;Instrumental
Sonia;Aquí en mi nube;1966;6REkAS0Q8dfkCKMv7U6MSA;Rock;Spanish
The Beatles;Michelle;1966;0yZEKwCNhkyaqk1ZyCZU7A;Pop;English
The Beatles;Yellow Submarine;1966;6NqtddM4j4X9dG75yOmy0S;Pop;English
The Rolling Stones;I can´t get no (Satisfaction);1966;7fSGbZLhWlAiCC3HDPAULu;Rock;English
Tony Ronald;El coche guiarás;1966;3EM15bYWpTHfw4dw3m0Ghu;Pop;Spanish
Betina;La lancha;1967;1ZxZJxvsXza923TTzhEwV9;Pop;Spanish
Bruno Lomas;Codo con codo;1967;7zilkKUGbO8bVpLbmKJOmZ;Rock;Spanish
Bruno Lomas;En el desván antiguo de mi abuela;1967;6coUeKLdocRmOx3mYSnp6H;Rock;Spanish
Bruno Lomas;Es mejor dejarlo como está;1967;3dSrLPHvdx9GM5H249DZXC;Rock;Spanish
Los Canarios;Peppermint frappé;1967;6ouPnZ5CP3jd2msJpG6bzD;Rock;English
Dova;Com el vent;1967;0LOOatp1aAB9h9cEF6M1rD;Pop;Catalan
Elia Fleta;Cor inquiet;1967;02APWAFJtS4CHKdWeZtTuy;Jazz;Catalan
Els 5 Xics;Tiene los ojos azules;1967;6uBAkqXKqCuqyQtje4JGEc;Pop;Spanish
Frank Sinatra;The World We Knew (Over And Over);1967;2zh2zFWkTqWHnQZpsmkjt8;Swing;English
Guillem d'Efak ;Sa cançó de son coletes;1967;289E0UBFMDtYrpVfXgMDDL;Singer/Songwriter;Catalan
Joan Manuel Serrat;Cançó de matinada;1967;5qQkH0CcOT2G7sXhWwnwXc;Singer/Songwriter;Catalan
Joan Manuel Serrat;La tieta;1967;75QfREBWHo7GKJqGOFQGqC;Singer/Songwriter;Catalan
José Guardiola;Un hombre y una mujer;1967;7HAY4h8xslrtbRlbKqSdN9;Pop;Spanish
Juan y Junior;A dos niñas;1967;1G9akLWzxUfkJjMhpFyjLk;Pop;Spanish
Juan y Junior;La caza;1967;7KN8waDYBppO9O95pSQcOm;Pop;Spanish
Juan y Junior;Nos falta fe;1967;5USoTagSq1UDdLg8SAFmwr;Pop;Spanish
Karina;Los chicos del Preu;1967;5eqmwNMXBZWA0KUBVUP66z;Pop;Spanish
Karina;Romeo y Julieta;1967;3g2ZQ8QsiJZbuYPCyYsPfc;Pop;Spanish
Lone Star;Amor bravo;1967;3T5QkMUzHbo9Rcs0MdE1hO;Pop;Spanish
Los Ángeles;98.6;1967;70YgLtYBfT3LtTDqII06S3;Pop;Spanish
Los Ángeles;El silencio es oro;1967;7aRxVlzHLfbnvBgVBBBrmt;Pop;Spanish
Los Ángeles;No estoy contento;1967;3P1EOGH0RChDFLu8O8TyJA;Pop;Spanish
Los Bravos;Bring a little lovin';1967;5CjgQ6NFMEvaavM8nhC5ie;Rock;English
Los Bravos;Como nadie más;1967;5mrYDkOI5YVWeNAEjGX9Jc;Rock;Spanish
Los Bravos;Los Chicos Con las Chicas;1967;1k4kMMTPN5Yc0KdMxtMTuj;Rock;Spanish
Los Bravos;Sympathy;1967;2z0PZL8jYqZ0bqq7I0st5L;Rock;English
Los Bravos;Te quiero así;1967;3BpWSCac7L9rrPP0kFHpYw;Rock;Spanish
Los Bravos;Trapped;1967;5MmxzwqauSPPbl53WLkCj4;Rock;English
Los Brincos;El pasaporte;1967;5rdoSijD79sY2dqGs33Xc2;Pop;Spanish
Los Brincos;Lola;1967;1Exn1NYlMHkurl4saKtXcb;Pop;Spanish
Los Brincos;Nadie te quiere ya;1967;75BAp5g6z11acf6dw4o4Hg;Pop;Spanish
Los Gatos Negros;Homburg;1967;2EbrdyxjRA5IJrM6b36TsY;Pop;Spanish
Los Go-Go;Con su blanca palidez;1967;4gI5H5dlmJ9q7FMPdveATn;Pop;Spanish
Los Huracanes;Carnaby Street;1967;0YcxzS3VFqomb816Q2sPha;Pop;Spanish
Los Huracanes;Tarta de merengue;1967;0fUZ7TRnIYCW1p2PbTiY7a;Pop;Spanish
Los Javaloyas;Buenas vibraciones;1967;5LAu5fZ3FmGQQjdX2z7dQg;Pop;Spanish
Los Mustang;Catedral de Winchester;1967;6jg6AS6uurlsOU8qCGsVdw;Rock;Spanish
Los Mustang;La ayuda de la amistad;1967;6hAAwbyr33Q86chfG7Pokq;Rock;Spanish
Los Mustang;San Francisco;1967;1xq6mxVUVox2h6edFyIoEm;Rock;Spanish
Los Pasos;Ayer tuve un sueño;1967;7a7O20gEw2EjGUbUS0ksjh;Pop;Spanish
Los Pasos;No me gusta decir sí;1967;1PqbVI0YIyijsXkjP59fVW;Pop;Spanish
Los Pasos;Ojo por ojo;1967;7sL8UPoJ2bnCyKPu5BrmzK;Pop;Spanish
Los Pekenikes;Embustero y bailarín;1967;7d63TqMCl10r3uPwHE0xM8;Rock;Instrumental
Los Pekenikes;Lady Pepa;1967;3Yxzfjrlpj564pwMzxE5Z4;Rock;Instrumental
Los Relámpagos;El baile del bufón;1967;0sIdzSDodm9yqJjOUjB6W3;Rock;Instrumental
Los Relámpagos;Sevilla;1967;7Lz0i1h03brAN3ZBGuS5u3;Rock;Instrumental
Los Roberts;El saltamontes;1967;1oh321YUyX2FAPvQpXF2ht;Rock;Spanish
Los Salvajes;Las ovejitas;1967;3P7Six19JRmQ97o8KdMYXq;Rock;Spanish
Los Salvajes;Mi bigote;1967;5PAHWO67XYRN047zHJtyYn;Rock;Spanish
Los Sirex;Acto de fuerza;1967;0aDWItaQyrb9qWtP3RFKy3;Rock;Spanish
Los Sirex;Brindis;1967;25xT149Bzq49haOGVkWN6N;Rock;Spanish
Los Stop;Casi nada;1967;65xlFMayYXf9GtaRjqyuw6;Pop;Spanish
Los Stop;Molino al viento;1967;4i2brJivMjGPu7OAH5eZEo;Pop;Spanish
Los Tamara;A Santiago voy;1967;3VoIj7xXGvGD1oLRWqVvRA;Pop;Spanish
Los Watts;Llegaste tarde;1967;178972VTu99ye9tJVNxhsJ;Rock;Spanish
Los Wikingos;El viernes de mi recuerdo;1967;38fxXin5bcvCZVeEt6uvHk;Rock;Spanish
Los Wikingos;La loca;1967;5YcBkHjmfQ3CJYd4mEzAVx;Rock;Spanish
Los Zooms;La droga;1967;2sndCdYqEB6fKRuTKCfuqb;Rock;Spanish
Manolo Díaz;Bibi;1967;1AKFvYsWonnALh6c5bKX3b;Pop;Spanish
Manolo Pelayo;Algo me incita a volver;1967;2Rxt5jhN0lrQ1qSuwg29ao;Pop;Spanish
Mari Trini;El alma no venderé;1967;0IjZGrMuyJ3oyMKPpMgWaq;Pop;Spanish
María Ostiz;No sabes como sufrí;1967;7eX20ho2ba8yNxKQAaddFM;Singer/Songwriter;Spanish
Massiel;Rosas en el mar;1967;1CzxmV2RMlY7RoYN6Jd85S;Pop;Spanish
Micky y los Tonys;No llores más por mí;1967;6WdgcFTlor5yaDmCu8b0MX;Pop;Spanish
Micky y los Tonys;No se puede ser vago;1967;5ibyBbU0Nac9X7LJKWmxi3;Pop;Spanish
Miguel Ríos;Dónde;1967;4OYOndzBbcjxfM3UPKmOIF;Rock;Spanish
New Vaudeville Band;Winchester Cathedral;1967;3Q51jQuzjEDMTyFX4pT2dK;Rock;English
Pop-Tops;Viento de otoño;1967;4mXhqr5w3XfJYbf4KK1729;Pop;Spanish
Procol Harum;A Whiter Shade Of Pale;1967;3qitymULqEibr7yknRMKU4;Rock;English
Raphael;Al ponerse el sol;1967;1UpaOTzLWVewbRVu7ExMu2;Pop;Spanish
Raphael;Digan lo que digan;1967;2qJLO12JUdrl2ljCUDJIp2;Pop;Spanish
Raphael;Hablemos Del Amor;1967;1uG9IM78KZTIEBzcWEd2E8;Pop;Spanish
Richard Anthony;Aranjuez, mon amour;1967;1odn1TPH5xgKxLysktVGFB;Chanson;French
Sandie Shaw;Puppet On A String;1967;0Dt4JW2Yi5HnROfTZSmlDr;Pop;English
Scott McKenzie;San Francisco (Be sure to wear flowers in your hair);1967;66ujRcQB3xjilVohGyvTKM;Rock;English
The Beach Boys;Good Vibrations;1967;5t9KYe0Fhd5cW6UYT4qP8f;Rock;English
The Beatles;All you need is love;1967;3xMSaDC9TU6AQJIsxQB7MK;Pop;English
Almas Humildes;Cuervos;1968;7BLojgnOElwfx9wERKN3zL;Pop;Spanish
Almas Humildes;La gacela;1968;4zIwpi7HLASnmlsvhHPBY0;Pop;Spanish
Bruno Lomas;El día;1968;35ttgHicxCM64NjrGHR2Zd;Rock;Spanish
Bruno Lomas;La mantilla;1968;13OvbcPIjBkT50K810sTXw;Pop;Spanish
Los Canarios;Child;1968;2r8aQNHjQQ7ykkdTZWzz3R;Rock;English
Los Canarios;Get on your knees;1968;05EWd987JwAidavzN7ZRyc;Rock;English
Cliff Richard;Congratulations;1968;2qs5ZcLByNTctJKbhAZ9JE;Pop;English
Els 5 Xics;La otra tarde;1968;4030zooFJT2pY2RqVTQLs2;Pop;Spanish
Ismael;Últimas noticias;1968;17OGAYdPvrdhQh7UadjR5d;Chanson;Spanish
Joan Manuel Serrat;El Testament D'Amelia;1968;6h1rkkHTMYITigppAWnVjG;Singer/Songwriter;Catalan
Joan Manuel Serrat;El titiritero;1968;11pS3JGC6xIizOkVFmLP1i;Singer/Songwriter;Spanish
Joan Manuel Serrat;Manuel;1968;0mLDAqf7MLbRUS1Rff5K7Q;Singer/Songwriter;Spanish
Joan Manuel Serrat;Paraules D'Amor;1968;2CzXJpFBlOg0DMP3LWa09y;Singer/Songwriter;Catalan
José Guardiola;Veniu a Barcelona;1968;1ByL0st8TWg1PtckU7jpNA;Pop;Catalan
Juan y Junior;Anduriña;1968;5Yyfn55vZBQlC2j1GuYWIM;Pop;Spanish
Juan y Junior;Tiempo de amor;1968;12mAIwrMJb60MiUoTO3KT6;Pop;Spanish
Karina;La fiesta;1968;1oP1JpAwl3C4gfUCQ9js5H;Pop;Spanish
Lone Star;El cant dels ocells;1968;1KiqkFWnbkJHP6w1RsgXRj;Rock;Instrumental
Lone Star;Lucille;1968;5V62OV2k6dbfuRPbNaBCLR;Rock;Spanish
Lone Star;Mi calle;1968;1UT2BVqgOz3IlxNMcwMHub;Rock;Spanish
Los Ángeles;Créeme;1968;3fY3qskfxp1I0181XhFqUV;Pop;Spanish
Los Ángeles;Dime, dime;1968;6kkcVOqwv1ZNoWQkmSFqua;Pop;Spanish
Los Ángeles;Mañana, mañana;1968;1Au0Fc3BXEuQxttglTyA3p;Pop;Spanish
Los Beta;Hoy soy feliz;1968;1X4TeM7tKE9aQ9mY1JvZK2;Pop;Spanish
Los Bravos;Just holding on;1968;4SLOvvoqPV6RgiqyKeY0Vb;Rock;English
Los Brincos;Amiga mía;1968;3MO4AwBJW00T9vlW7wDg3i;Pop;Spanish
Los Catinos;La balada de Bonnie and Clyde;1968;2ajiI8CV5jFqtg5XEXAPDt;Pop;Spanish
Los Dixies;Black cat;1968;6KaiZG2SZACAbbknzW3dNm;Rock;Instrumental
Los Gemelos del Sur;El comino;1968;69tgo71nfuqU4mHF50iFOg;Pop;Spanish
Los Gritos;Cuidado con las señoras;1968;4Vft0EdZdrC2C1b04tZ9xz;Rock;Spanish
Los Gritos;La vida sigue igual;1968;668mqWYl0JA6TnPziduqiC;Rock;Spanish
Los Íberos;Las tres de la noche;1968;1extUrpiUeL1itf3rNNt3m;Pop;Spanish
Los Íberos;Summertime girl;1968;3c2Z4rxnkusMjtNHsXM1ns;Pop;English
Los Mitos;Cantemos así (Aleluya);1968;5QzcoDbA0jsWd7nLVWYxiO;Pop;Spanish
Los Mitos;Cuando vuelvas;1968;31WAMXxPT7WQHQtc4KLpnt;Pop;Spanish
Los Mustang;El globo rojo;1968;2o0HpjS4bzImvJ75hyWXNv;Pop;Spanish
Los Mustang;Hey Jude;1968;1xq6mxVUVox2h6edFyIoEm;Pop;Spanish
Los Mustang;La leyenda de Xanadu;1968;3kXHPNt8svCphrXRO3zNZp;Pop;Spanish
Los Pasos;Lluvia en la estación;1968;4TxfulK3CMF0bQ3ihgCJM9;Rock;Spanish
Los Pasos;Primavera en la ciudad;1968;2HOBgfMqt77iLTe7wIF9yC;Pop;Spanish
Los Pasos;Voces de otros mundos;1968;36QCFcFP4rLnSC1SbGcNRa;Rock;Spanish
Los Payos;Adiós Angelina;1968;5Thkahocrh5ZyqgcZzNCRA;Rumba;Spanish
Los Pekenikes;Cerca de las estrellas;1968;418HvIfcob7bnrIGu4K4WN;Rock;Spanish
Los Pekenikes;Nostalgia;1968;1XeI6o29pTNDHVTn2rQmwu;Rock;Spanish
Los Relámpagos;Granada;1968;41HRvfjiioe42GeH4PshzU;Rock;Instrumental
Los Rockeros;Viejos caminos;1968;5STJIvoRDmKyFCsO97RFLi;Rock;Spanish
Los Salvajes;Los platillos volantes;1968;4boVO402y7aWiD82PwOlil;Rock;Spanish
Los Salvajes;Vuelve baby;1968;5WU1GxhE3pUrgnTRHv1c2F;Rock;Spanish
Los Sirex;¡Fuego!;1968;0zs4RIf8j5VQD6DgwDnBg6;Rock;Spanish
Los Stop;Pata, pata;1968;5D3pqjHp51Q0egqtC7AG3E;Pop;Spanish
Los Z-66;Morning dew;1968;46oa5lGjsshvlX51Ht0deq;Rock;English
Los Z-66;Noches de blanco satén;1968;7xMsLPKM34s2QpbOY0m2oh;Pop;Spanish
Los Zooms;Algo más;1968;27ot8lUYAajoDGaYSYt4EJ;Pop;Spanish
María Ostiz;Aleluya del silencio;1968;0iA9eAEkmcIttmy3aRwu96;Singer/Songwriter;Spanish
María Ostiz;Canto al sol;1968;3uKclLk1nZJ7A4oaSP4qgm;Singer/Songwriter;Spanish
María Ostiz;Mi amiga Catalina;1968;5TqfbC2xipqYcbvNdRijNa;Singer/Songwriter;Spanish
María Ostiz;Por tu libertad;1968;5w2kh1VtBjAV3VRylRQ2Sq;Singer/Songwriter;Spanish
Maria Pilar;El cel va ennuvolar-se;1968;4ES5Hbd5eBVeYURcIBHNBC;Singer/Songwriter;Catalan
Mary Hopkin;Those Were The Days;1968;6NmdCdQGOBVxVLIIJdPw3z;Pop;English
Massiel;Deja la flor;1968;6lb6lh8xhgu7r06YlccFv8;Pop;Spanish
Massiel;La, la, la;1968;1ApXNkjfjxkSDoezO8Kh8g;Pop;Spanish
Massiel;Turn of wheel;1968;7zKW7XdaCp56cewr67STKE;Pop;English
Micky y los Tonys;La niña del sol;1968;4FkOkqNooP9Ti9vsvG5yMR;Pop;Spanish
Miguel Ríos;El río;1968;21W8a3ihSeIcRjOPn1Lz5F;Pop;Spanish
Mike And The Runaways;Um, um, um, um, um, um;1968;5Alr2PFcYEMxhBi8oLNZKj;Rock;English
Miriam Makeba;Pata Pata;1968;6rFHmnI9Vd2zUasDXuw59j;Pop;English
Nuestro Pequeño Mundo;Sinner man;1968;5rsigIWf2niUELf0jM2YOC;Folk;English
Nuestro Pequeño Mundo;The drunken sailor;1968;3xgVwpD0CrMqJCje0OZ8qs;Folk;English
Pau i Jordi;El rei de Xauxa;1968;27kso2iDNqnNuzrrHebg4C;Singer/Songwriter;Catalan
Pau i Jordi;En Pere Gallerí;1968;2JGdndwpjDKDiSjufGSeyC;Singer/Songwriter;Catalan
Pop-Tops;Oh Lord, why Lord;1968;2cqRrrB9e9HPsc4R2ML0M4;Pop;English
The Bar-Kays;Soul Finger;1968;085diW9d1iWe9qeNQiDYOw;Soul;Instrumental
The Beatles;Hello, goodbye;1968;7c76SiAfT7JkMiCm8BBCcP;Pop;English
The Beatles;Hey, Jude;1968;0eY0YgyLAZ4gtM57wwYN7H;Pop;English
The Brisks;Stone free;1968;46q31VNy9n5Dtx7ckJJxw7;Rock;English
Tom Jones;Delilah;1968;5eiuzABXvaa64Inj5FRqSo;Pop;English
Tom Jones;I´m coming home;1968;3ovXYnI9meevwPKSi9M2X6;Pop;English
Tony Ronald;Summertime;1968;2fPAcd91N8WsZ1ENZTeVhg;Pop;English
Albert Band;Algún dia, alguna vez;1969;0VUyZ3a2vVxiJ8iZsU5mB6;Rock;Spanish
Almas Humildes;El sol brillará en invierno;1969;7eXjaS70Adv6T2MLZQ8ocW;Rock;English
Andrés do Barro;O Tren;1969;4lg0XPbzx04pU1T5yvQHBg;Pop;Galician
Barry Ryan;Eloise;1969;6z9XVXX8AXxVunhocuLTMe;Pop;English
Bruno Lomas;No creas;1969;6amcvHX7O8b76qA4mq77Xi;Rock;Spanish
Cerebrum;Eagle's death;1969;5R8R8OPDQEiEVuF3aDYdet;Rock;English
Conexión;I will pray;1969;3LbVk6te3zX0E4RFRDCQjV;Soul;English
Conexión;Strong lover;1969;1Sr9eA3spNvl9ml7YUNj8p;Soul;English
Els 5 Xics;El árbol del pan;1969;0O0A47LSPtSeQdsFZ7M7gi;Rock;Spanish
Els 5 Xics;El funeral;1969;1KIhU42xNABAWBEuqNU0mk;Rock;Spanish
Elvis Presley;In The Ghetto;1969;7KWoeBqSdZHEloYKVxssfG;Pop;English
Fórmula V;Cuentame;1969;6buqYaAyimysMjE8yuiaXy;Pop;Spanish
Fórmula V;Busca un amor;1969;6wxejk76aQtObjOc8VENtE;Pop;Spanish
Georgie Dann;Casatschock;1969;2hTyVbnnwnIcopynYLtaJw;Pop;Spanish
Ismael;Creemos el hombre nuevo;1969;5w0QmQTDcgYqgXG5ZAoplp;Pop;Spanish
Joan Manuel Serrat;Com ho fa el vent;1969;1UnRlYQY1fyPrOqIKpLLfR;Singer/Songwriter;Catalan
Joan Manuel Serrat;De mica en mica;1969;0IBw5MrbPrgFxsSu22JiIx;Singer/Songwriter;Catalan
Joan Manuel Serrat;La Saeta;1969;5d6NoRmMBfFoNRjrWKIPBf;Singer/Songwriter;Spanish
Joan Manuel Serrat;Mare Lola;1969;5EO96DWMI7KRF1pcrEnk87;Singer/Songwriter;Catalan
Joan Manuel Serrat;Penélope;1969;2WcR4C24997JVMwlX5guPZ;Singer/Songwriter;Spanish
Joan Manuel Serrat;Tu nombre me sabe a yerba;1969;3z3DtBS12kXOwaWDlYhh6i;Singer/Songwriter;Spanish
Juan Pardo;La charanga;1969;0vt6iNb4rh9xAjiXeedsOt;Pop;Spanish
Julián Granados;Lupita;1969;52IIHCQ2gu9NepXyCHzV5Z;Pop;Spanish
Karina;El baul de los recuerdos;1969;57lkBOczpwUCJIvuO92iuX;Pop;Spanish
Karina;Regresarás;1969;584XHblBYJTw6TGsiXmBLG;Pop;Spanish
Lone Star;Es mi vida;1969;1Qb1i2TuuYnfMbwGK2AMDY;Rock;Spanish
Lone Star;La trilogía;1969;6GafjcVvxsLvKOv1kCKFTR;Rock;Spanish
Los Ángeles;Lo mucho que te quiero;1969;0mallpkdmLRSX3gGbuNgyf;Pop;Spanish
Los Ángeles;Momentos;1969;6ZUqqfSXMZGWNpAEfiD46Z;Pop;Spanish
Los Buenos;Canción;1969;4iQqfv2NX4Cp1aZAZKyDP4;Rock;Spanish
Los Buenos;Hola, hi, hello;1969;43M04yDSmg0wGfeTc1opxN;Rock;Spanish
Los Buenos;Looking back;1969;2iniNzZkd5DSsMKqzhMkLE;Rock;English
Los Comodines;Lo tienes que adivinar;1969;3y05LPVeqpJuEw3PV9YA9N;Pop;Spanish
Los Gatos Negros;From me to you;1969;1qDOVSbN90LnjRD7wcEFTa;Rock;English
Los Gritos;Veo visiones;1969;1ATxVaWSrjbuUS4qF2ugTt;Pop;Spanish
Los Huracanes;Algo por nada;1969;4U2O5iaNL3wvLyHTSMDWuB;Rock;Spanish
Los Íberos;Liar, liar;1969;3HwE7id81cgxIdlgN8H5Me;Rock;English
Los Íberos;Nightime;1969;6n3Zfeiox85aywoW8lVIMs;Rock;English
Los Mitos;Es muy fácil;1969;1PLpBjc6K4STj6ReNqcxNo;Pop;Spanish
